words_list,labels
"['Ok' 'celebration' 'this' 'Diwali' 'in' 'New' 'York' 'meet' 'your'
 'country' ""'s"" 'person' 'there' 'HAPPY' 'DIWALI' 'TO' 'YOU' 'AND' 'YOURS'
 'FAMILY']","['lang1' 'lang1' 'lang1' 'name' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1']"
['@bhawnamunjal' '@BeingSalmanKhan' '@ColorsTV' 'Nice'],['other' 'name' 'other' 'lang1']
"['Kohli' 'it' ""'s"" 'high' 'time' 'bro' 'you' 'should' 'get' 'your' 'beard'
 'cut' 'safed' 'baal' 'dikhne' 'lage' 'hain']","['name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2']"
['2' 'powerful' 'man' 'of' 'd' 'world'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['#Newton' 'A' 'movie' 'tht' 'explores' 'd' 'limitations' 'of' 'Indian'
 'democracy' 'is' 'India' ""'s"" 'official' 'entry' '4' 'd' 'Oscars' '.'
 'Made' 'me' 'proud' '.' '#JaiHind' '@DrishyamFilms']","['name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'other']"
"['@mrsfunnybones' 'is' 'a' 'woman' 'who' 'certainly' 'does' ""n't"" 'like'
 'to' 'hold' 'back' '.' 'Ma' ""'am"" ',' 'kindly' 'do' ""n't"" 'stop' 'that'
 'and' 'continue' 'to' 'laugh' 'are' 'rear' 'out' '!']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
"['#196' ':' '80%' 'attendance' '?' '.' 'Midsem/quizzes' '?.' 'Project'
 '?.' 'Course' 'registration' '?.' 'True' 'Story' '!']","['other' 'other' 'other' 'lang1' 'other' 'other' 'lang1' 'other' 'lang1'
 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other']"
"['Dono' 'duniya' 'ki' 'Bali' 'dyedi' 'humnye' 'rah' 'mye' 'tyeri' ',' 'Ab'
 'too' 'chli' 'aa' 'ek' 'baar' ',!!' 'Plllllls' 'M' 'World' 'Priya' '!!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'name' 'other']"
"['na' ',' 'it' 'seems' 'too' 'complicated']",['lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
"['@HimanshuDelhiOn' 'VK' 'Singh' 'calls' 'critics' 'journalists' 'as'
 'Presstitutes' '!!' 'Giriraj' 'singh' ',' 'Kailash' 'Vijayvargiy' ','
 'Sakshi' 'Thug' 'and' 'on' 'and' 'on' '!!']","['other' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'name'
 'name' 'other' 'name' 'name' 'other' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
"['Mr' 'Amitabh' 'Bachchan' 'ji' 'Good' 'morning' 'have' 'a' 'different'
 'and' 'excellent' 'beautiful' 'day']","['lang1' 'name' 'name' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']"
['Chandresh' 'K' '.' 'Khatri' '.' 'pakka' 'yahi' 'hai'],['name' 'name' 'other' 'name' 'other' 'lang2' 'lang2' 'lang2']
['islam' 'main' 'lady' 'ke' 'ijjat'],['name' 'lang2' 'lang1' 'lang2' 'lang2']
"['#268' ':' 'A' 'chick' 'complimented' 'me' 'saying' 'I' 'look' 'like' 'a'
 'pornstar' '.' 'Does' 'that' 'mean' 'she' 'watches' 'a' 'lot' 'of' 'porn'
 'or' 'that' 'I' 'have' 'a' 'big' 'you-know-what' '?']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
['@_iamwe_' 'is' 'stunning' '!' 'Everyone' 'say' 'it' 'with' 'me' '!'],"['other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
"['We' 'are' 'old' 'friends' '.' 'In' 'seventies' 'when' 'I' 'was' 'very'
 'young' 'we' 'shared' 'so' 'many' 'talks' 'about' 'then' 'USSR' 'and'
 'we' 'use' 'to' 'get' 'so' 'many' 'magazines' 'from' 'USSR' 'to' 'get'
 'through' 'and' 'basic' 'intution' 'was' '""""""""""""""""""""""""""""""""""""""""""""' 'WE'
 'ARE' 'FRIENDS' '""""""""""""""""""""""""""""""""""""""""""""' '.' 'So' 'from' 'my' 'childhood'
 'I' 'liked' 'the' 'Russians' 'and' 'moreover' 'the' 'country' 'RUSSIA'
 '.']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'other']"
"['Oh' '!' 'U' 'r' 'lking' 'black' 'black' '..' '.' 'nice' 'madam' 'anuska'
 'ji' '..' '.']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'name' 'lang2' 'other' 'other']"
['Dear' 'diary' '..' '.' 'InStyle' '#instyleawards' '#aboutlastnight'],['lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1']
['happy' 'vijayadashmi' 'to' 'all' 'members' 'of' 'amit' 'ji' 'fans'],['lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang2' 'lang1']
"['Kal' 'kya' 'hoga' 'sir' 'par' 'mujhe' 'to' 'aapke' 'liye' 'song'
 'likhana' 'he' 'likha' 'he' 'bas' 'music' 'ki' 'hi' 'kami' 'he' 'sab'
 'ready' 'he' 'sir' 'if' 'you' 'want' 'my' 'song']","['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
"['@everythingkpopp' 'Set' 'A' 'and' 'Set' 'B' 'My' 'bias' 'is' 'Taehyung'
 '.' 'He' ""'s"" 'my' ""'"" 'Beach' '?' ""Bitch!'"" '.' '.' '.' 'Beach' 'Bitch'
 '..' '.' 'Get' 'it' '?']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'other'
 'other' 'other' 'other' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'other']"
"['@lady_gabbar' 'But' 'he' 'is' 'promised' 'to' 'Rapunzel' ',' 'bruh' '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other' 'other'
 'other']"
"['So' ',' 'do' 'you' 'believe' 'in' 'signs' '?']",['lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
"['@MamataOfficial' 'Will' 'Durga' 'accept' 'my' 'prayers' '.' '#change'
 '#boycottdurgapuja']",['other' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1']
['Virtual' 'nd' 'versatile' 'artist' '..' '.' 'great' 'sir' 'ji' '..' '.'],"['lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang2'
 'other' 'other']"
"['You' 'are' 'too' 'painted' ',' 'you' 'look' 'much' 'better' 'without'
 'makeup']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
['Ishe' 'acter' 'kisne' 'banya' 'auto' 'wLa' 'lagta'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2']
"['What' 'a' 'coencident' '!' 'India' 'lost' 'the' 'match' 'against'
 'newzealand' '..']","['lang1' 'lang1' 'lang1' 'other' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'other']"
['Good' 'night' 'salman' 'bhai'],['lang1' 'lang1' 'name' 'lang2']
"['#306' ':' '3' 'of' 'us' 'get' 'kicks' 'when' 'we' 'run' 'bare-chested'
 'in' 'camo' 'pants' 'while' 'listening' 'to' 'a' 'particular'
 'soundtrack' 'we' 'like' 'on' 'loop' '.' ""We've"" 'been' 'caught' 'by'
 'guards' 'twice' '&' 'had' 'tough' 'time' 'explaining' 'why' 'we' 'were'
 'half' 'naked' 'sunning' 'around' 'screaming' 'Hannah' '&' 'Selena' '...'
 'It' 'may' 'seem' 'idiotic' 'but' 'we' 'get' 'an' 'amazing' 'adrenaline'
 'rush' 'doing' 'this' ',' 'I' 'guess' 'it' 'is' 'that' 'awesome'
 'background' 'music' '...']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['Kal' 'jo' 'khele' 'uska' 'jabab' 'nhi' 'h' 'umid' 'karta' 'hun' 'ki'
 'ap' 'hamesa' 'ap' 'aise' 'hi' 'khele' 'apka' 'fan' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'other']"
"['sorry' 'bro' 'none' 'can' 'match' 'rajini' 'sir' 'hez' 'a' 'miracle'
 'at' '65' '..' '.!' '✔']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'other' 'other' 'other']"
[':' 'poop' ':'],['other' 'lang1' 'other']
"['Sir' '.' 'me' 'aapka' 'bahut' 'bada' 'fan' 'hoon' '..' '..' '.' 'mera'
 'fb' 'name' 'pahle' 'tejvir' 'yadav' 'tha' '.' 'jab' 'mene' 'aapki'
 'movie' 'rang' 'de' 'basanti' 'dekhi' 'nam' 'fb' 'pe' 'tejvir' 'indian'
 'kar' 'diya' 'sir' 'me' 'aapse' '5' 'minat' 'milna' 'chahta' 'hoon' '..'
 'aur' 'me' 'bhiwani' 'haryana' 'se' 'hoon' '.' 'aapki' 'dangle' 'movie'
 'kal' 'goan' 'se' '6' 'km' 'door.me' 'delhi' 'me' 'hoon' '..' 'me'
 'delhi' 'me' 'hoon' '..' 'job' 'karta' 'hoon' '..' '.']","['lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other'
 'other' 'other' 'lang2' 'name' 'lang1' 'lang2' 'name' 'name' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang1' 'name' 'name' 'name' 'lang2' 'lang2' 'name'
 'lang2' 'name' 'name' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang1'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'name' 'name' 'lang2' 'lang2'
 'other' 'lang2' 'name' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'name' 'lang2' 'lang2' 'other' 'lang1' 'name' 'lang2' 'lang2' 'other'
 'lang1' 'lang2' 'lang2' 'other' 'other']"
"['@qfint' 'Yashwant' 'Sinha' 'has' 'written' 'reality' '.' 'Eye' 'opening'
 'article' 'and' 'hard-hiting' '.']","['other' 'name' 'name' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
"['one' 'day' 'me' 'century' 'ko' 'bahut' 'din' 'ho' 'gaya' 'ha' '..'
 'jaldi' 'century' 'maaro' '..']","['lang1' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'other']"
"['Remember' 'when' 'I' 'wanted' 'to' 'make' 'a' 'Banoffee' 'Pie' 'on' 'my'
 'own' '??' '.' '.' '.' '.' '.' '.' 'Neither' 'do' 'I' '..' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'other' 'other' 'other'
 'other' 'lang1' 'lang1' 'lang1' 'other' 'other']"
['Ranjan' 'Sahu' ':P' ':P' ':P'],['name' 'name' 'other' 'other' 'other']
"['To' 'whoever' 'posted' 'this' ',' 'we' 'got' 'your' 'message' ',' 'PM'
 'us' '.' 'Back' 'around' '1999' ',' 'we' 'have' 'many' 'swimmers' 'in'
 'common' '.' '~' 'Ed']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'name']"
"['Congratulations' 'India' '!' 'INDIA' 'WINS' 'THE' '2016' 'KABADDI'
 'WORLD' 'CUP' '.' 'CELEBRATIONS' 'BEGINS' '!' '#OneBigBlue'
 '#2016KabaddiWorldCup' '@KabaddiWorldCup2016Updates' '#INDvIRN'
 '#INDvsIRN' '#TheGrandFinale']","['lang1' 'name' 'other' 'name' 'lang1' 'lang1' 'other' 'lang2' 'name' 'name'
 'other' 'lang1' 'lang1' 'other' 'lang1' 'name' 'other' 'lang1' 'lang1'
 'lang1']"
"['Not' 'just' 'me' ',' 'even' 'my' 'son' ""'s"" '(' 'Aamir' '&' 'Junaid' ')'
 'are' 'eagerly' 'waiting' 'for' 'Dangal' '!' '..' '.' 'Not' 'just'
 'movies' 'I' 'have' 'also' 'watch' 'few' 'interviews' 'of' 'your' '.'
 'Mayray' 'dil' 'bus' 'aahe' 'khaytha' 'hai' 'Ap' 'ap' 'achay' 'actor'
 'ho' 'aur' 'bohat' 'achay' 'insaan' 'ho' '..' '..' 'Long' 'live'
 'Mohammed' 'Aamir' 'Hussain' 'Khan' '.']","['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'name' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other'
 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1' 'name' 'name' 'name'
 'name' 'other']"
"['This' 'is' 'called' 'real' 'p.m.' 'a' 'general' 'who' 'fight' 'in' 'the'
 '.' 'Forefront' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'other']"
['Hello' 'modi' 'g' 'waana' 'meet' 'you'],['lang1' 'name' 'lang2' 'lang1' 'lang1' 'lang1']
"['Boy' ':' 'Tum' 'Ladki' 'Ho' 'Ke' 'Sharab' 'Peeti' 'Ho' '??' 'Awesome'
 'reply' 'by' 'Girl' ':' 'To' 'Kya' '2-4' 'Peg' 'Ke' 'Liye' 'Gender'
 'Change' 'Karwaun' '???' '#IndvsSA' '#MaukaMauka']","['lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang2']"
"['I' 'love' 'u' 'salman' 'jii' '..' '.' 'u' 'r' 'my' 'school' 'life'
 'first' 'crushed' '..' '.' 'abb' 'tak' 'app' 'hi' 'hoo' 'meri' 'crush'
 '..' '.' 'mai' 'app' 'ki' 'neighbour' 'country' 'Bangladesh' 'se' 'huu'
 '..' '.' 'pls' 'kabi' 'kabi' 'cmnt' 'ka' 'ans' 'bhi' 'dijiye' 'na' 'sir']","['lang1' 'lang1' 'lang1' 'name' 'lang2' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang1' 'name' 'lang2' 'lang2' 'other' 'other' 'lang1'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1']"
"['U' 'look' 'awesome' 'in' 'this' 'pose' 'sir' ',' 'but' 'still' 'u'
 'dont' 'match' 'thalaivar' '..' '.' 'no' 'one' 'can' 'match' 'his'
 'style' '..' '.' 'EVER' '!!' '!' 'Sorry' 'to' 'say' 'this' ',' 'but'
 'its' 'the' 'fact' '!!' 'Thalaivar' 'thalaivardhan' '..' '..' '..'
 'agree' '?']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'fw' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'fw' 'fw' 'other' 'other' 'other' 'lang1' 'other']"
['@neiltyson' 'Are' 'you' 'the' 'next' 'Three' 'eyed' 'Raven' '??' '?'],"['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other']"
"['1' ')' 'Thought' 'Of' 'The' 'Night-' '“' 'No' 'one' 'is' 'that'
 'important' ',' 'it' '’s' 'always' 'about' 'you' ',' 'yourself' 'in'
 'the' 'end' '.' '”' 'Satisfy' 'your' 'soul' 'with' 'self' 'love' 'and'
 'care' '!']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['Very' 'very' 'very' 'nice' 'bhai' 'sa'],['lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2']
"['What' 'in' 'the' 'name' 'of' 'goodness' ',' 'for' 'instance' ',' 'is'
 'Amraapaali' '?' 'Can' 'you' 'not' 'say' 'Aamrapaali' ',' 'or' 'is' 'the'
 'Am-' 'of' 'Ambani' 'the' 'only' 'acceptable' 'syllable' '?']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
"['You' 'should' 'have' 'duleep' 'trophy' 'final' 'and' 'should' 'have'
 'regreted' 'that' 'why' 'on' 'earth' 'that' 'gauti' 'was' 'not' 'picked'
 'for' 'wc' '2015' '?']","['lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'other' 'other']"
"['Jo' 'bi' 'mujhe' 'Like' 'krega' 'mein' 'use' 'abhi' 'reqest' 'send'
 'karougi' '.' 'Promise' 'Pakka' 'Yar']","['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang2' 'other' 'lang1' 'lang2' 'lang2']"
['Good' 'morning' 'Amit' 'ji' 'Okk'],['lang1' 'lang1' 'name' 'lang2' 'lang2']
"['my' 'frnd' 'just' 'added' 'me' 'in' 'memes' 'whats' 'group' 'but' 'some'
 'people' 'in' 'the' 'group' 'just' 'do' ""n't"" 'fucking' 'know' 'that'
 'what' 'the' 'fuck' 'meme' 'is' '.' 'i' 'mean' 'fuck' 'me' '.' '😂']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
"['Me' 'itana' 'sir' 'ko' 'likhati' 'hu' 'unki' 'khamoshi' 'to' 'dekho'
 'kucha' 'na' 'bolte' 'bas' 'ishara' 'hi' 'sab' 'bata' 'deti' 'he' 'he'
 'wants' 'to' 'help' 'me' 'in' 'my' 'life']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1']"
"['amithab' 'g' 'parnam' 'mein' 'mumbay' 'aakar' 'ek' 'bar' 'aapse'
 'milkar' 'kuch' 'batana' 'chahata' 'hun' 'pls' 'mera' 'help' 'kare']","['name' 'lang2' 'lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2']"
['Muze' 'ilhabaad' 'ka' 'Gud' 'pasand' 'hai' 'ji'],['lang2' 'name' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2']
['Do' 'you' 'ever' 'come' 'to' 'Chicago' '?'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other']
['Movies' 'b' 'present' 'karinge' 'ab' 'tum'],['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2']
"['When' 'I' '.' 'Was' 'little' 'boy' 'then' 'I' 'show' 'his' 'more'
 'films' 'as' 'a' 'veerana' 'joshilay' 'lagan' 'is' 'a' 'best' 'film'
 'himself' 'so' 'sad' 'news' 'today']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'name' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
['Woow' 'beautiful' 'priyanka' 'chopra'],['lang1' 'lang1' 'name' 'name']
"['#IndvsSA' '#SAvsIND' 'If' 'mohit' 'sharma' 'wins' 'this' 'match' 'for'
 'India' '.' 'Ishant' ""sharma's"" 'parents' 'will' 'say'
 '""""""""""""""""""""""""""""""""""""""""""""' 'ek' 'baar' 'apne' 'bhai' 'ko' 'dekho' 'aur'
 'apne' 'apko' '""""""""""""""""""""""""""""""""""""""""""""' '.']","['lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'other' 'name' 'name' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
"['@GoalFlash_UCL' 'Emphatic' 'finish' 'and' 'what' 'power' '@Cristiano'
 '@realmadrid' '#BVBRMA' '#Champions' '#HalaMadrid']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'name'
 'lang1' 'fw']"
"['beautiful' 'songs' 'he' 'has' 'given' 'us' 'may' 'manna' 'da' 's' 'l'
 'rest' 'in' 'peace']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1']"
"['@miakhalifamiami' 'I' 'do' 'not' 'know' 'about' 'this' 'but' 'I' 'like'
 'you']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
['Salman' 'bhai' 'very' 'good'],['name' 'lang2' 'lang1' 'lang1']
['bona' 'mazze' 'lene' 'ke' 'chakkr' 'me' 'tha' 'pela' 'gya' 'aur' 'kya'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
"['Bhai' 'baiek' 'chalana' 'sab' 'ko' 'aata' 'hoga' '.' 'Lakin' 'goda'
 'chalana' 'har' 'kisi' 'ko' 'nahi' 'hata' '..']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
"['ranveer' 'sir' 'ko' 'kya' 'bola' 'tu' ',' 'battamiz' 'salman' 'khan']",['name' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'name' 'name']
['Antinational' 'is' 'just' '11' 'characters' '.' '#twitter280'],['lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1']
